fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
2007-07-31,CAD,"$408,115,216,697.00","$25,417,953,360.00","$25,417,953,360.00","$25,417,953,360.00","$59,774,196,570.79",$0.00,"$96,579,703,972.00","$2,151,222,711.52",$0.00,"$1,337,018,645.18","$1,337,018,645.18","$1,068,115,806.24",$0.00,$0.00,$0.00,"$286,117,559,365.00",$0.00,"$387,943,775,956.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$387,943,775,956.00",$0.00,"$2,364,845,872.76",$0.00,$0.00,"$1,774,038,973.00",$0.00,$0.00,"$19,666,702,162.00",$0.00,"$16,967,309,126.00","$3,298,978,731.38","$996,000,000.00",BNS
2007-04-30,CAD,"$411,710,482,529.00","$26,499,168,053.00","$26,499,168,053.00","$26,499,168,053.00","$64,503,245,582.40",$0.00,"$103,960,066,556.00","$2,080,778,939.78",$0.00,"$1,331,590,335.38","$1,331,590,335.38","$1,060,223,584.57",$0.00,$0.00,$0.00,"$281,251,247,920.00",$0.00,"$391,219,079,312.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$391,219,079,312.00",$0.00,"$2,750,631,085.47",$0.00,$0.00,"$2,300,610,094.00",$0.00,$0.00,"$19,995,562,951.00",$0.00,"$16,763,172,490.00","$3,190,587,811.04","$1,001,000,000.00",BNS
2007-01-31,CAD,"$396,470,311,581.00","$22,785,420,341.00","$22,785,420,341.00","$22,785,420,341.00","$54,673,524,910.73",$0.00,"$104,297,472,075.00","$1,992,858,357.42",$0.00,"$1,222,581,193.67","$1,222,581,193.67","$953,069,205.92",$0.00,$0.00,$0.00,"$269,387,419,165.00",$0.00,"$376,183,421,516.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$376,183,421,516.00",$0.00,"$2,627,104,233.97",$0.00,$0.00,"$2,339,800,118.00",$0.00,$0.00,"$19,795,414,462.00",$0.00,"$16,376,249,265.00","$2,992,688,318.31","$1,001,000,000.00",BNS
2006-10-31,CAD,"$379,005,946,370.00","$20,013,463,480.00","$20,013,463,480.00","$20,013,463,480.00","$55,670,378,619.15",$0.00,"$98,925,165,489.00","$2,009,799,554.57",$0.00,"$1,039,643,652.56","$1,039,643,652.56","$777,728,285.08",$0.00,$0.00,"$41,693,541,202.67","$260,067,317,401.00",$0.00,"$361,023,224,503.00","$2,666,891,058.00",$0.00,$0.00,$0.00,$0.00,"$2,666,891,058.00",$0.00,"$2,691,314,031.18",$0.00,$0.00,"$2,270,840,346.00","-$2,666,891,058.00",$0.00,"$17,547,402,670.00",$0.00,"$15,843,150,454.00","$3,051,224,944.32","$1,001,000,000.00",BNS
2006-07-31,CAD,"$364,981,332,730.00","$20,424,256,138.00","$20,424,256,138.00","$20,424,256,138.00","$50,892,383,813.40",$0.00,"$94,490,326,960.00","$1,951,758,261.18",$0.00,"$843,788,655.24","$843,788,655.24","$607,881,251.10",$0.00,$0.00,$0.00,"$250,066,749,632.00",$0.00,"$347,503,111,212.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$347,503,111,212.00",$0.00,"$2,672,733,698.53",$0.00,$0.00,"$3,025,229,098.00",$0.00,$0.00,"$17,067,541,577.00",$0.00,"$15,371,648,377.00","$2,996,995,935.68","$997,534,144.00",BNS
2006-04-30,CAD,"$356,978,899,185.00","$21,647,873,172.00","$21,647,873,172.00","$21,647,873,172.00","$52,490,789,828.38",$0.00,"$91,260,466,674.00","$1,957,049,150.87",$0.00,"$815,886,422.86","$815,886,422.86","$574,175,577.32",$0.00,$0.00,$0.00,"$244,070,559,339.00",$0.00,"$340,177,514,793.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$340,177,514,793.00",$0.00,"$2,711,833,947.34",$0.00,$0.00,"$2,267,500,279.00",$0.00,$0.00,"$16,413,977,894.00",$0.00,"$14,909,009,713.00","$3,020,936,292.57","$1,001,000,000.00",BNS
2006-01-31,CAD,"$324,951,069,640.00","$20,368,684,570.00","$20,368,684,570.00","$20,368,684,570.00","$45,514,609,107.66",$0.00,"$80,662,266,727.00","$1,689,918,399.58",$0.00,"$634,377,467.75","$634,377,467.75","$436,079,670.09",$0.00,$0.00,$0.00,"$223,920,118,343.00",$0.00,"$308,445,607,647.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$308,445,607,647.00",$0.00,"$2,920,066,684.22",$0.00,$0.00,"$3,328,402,367.00",$0.00,$0.00,"$16,195,949,021.00",$0.00,"$14,458,352,299.00","$2,928,840,923.05","$1,042,386,644.00",BNS
2005-10-31,CAD,"$314,025,268,627.00","$20,259,770,930.00","$17,683,315,622.00","$17,683,315,622.00","$42,317,847,169.33",$0.00,"$87,748,258,354.00","$1,636,625,200.98",$0.00,"$620,292,798.51","$620,292,798.51","$421,426,758.06",$0.00,$0.00,"$32,649,572,649.57","$206,017,239,343.00",$0.00,"$297,637,265,321.00","$1,876,254,576.00",$0.00,$0.00,$0.00,$0.00,"$1,876,254,576.00",$0.00,"$2,832,360,159.09",$0.00,$0.00,"$3,347,502,657.00","-$1,876,254,576.00",$0.00,"$16,082,182,076.00",$0.00,"$14,125,634,668.00","$2,806,126,766.52","$1,002,000,000.00",BNS
2005-07-31,CAD,"$317,532,753,765.00","$19,807,762,948.00","$19,807,762,948.00","$19,807,762,948.00","$41,703,935,968.31",$0.00,"$76,488,306,600.00","$1,606,568,198.70",$0.00,"$631,240,201.34","$631,240,201.34","$450,532,222.13",$0.00,$0.00,$0.00,"$221,236,684,217.00",$0.00,"$301,033,427,207.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$301,033,427,207.00",$0.00,"$2,778,282,036.47",$0.00,$0.00,"$3,367,209,502.00",$0.00,$0.00,"$16,203,012,122.00",$0.00,"$13,908,411,902.00","$2,733,723,904.61","$1,009,000,000.00",BNS
2005-04-30,CAD,"$309,089,420,655.00","$18,090,680,101.00","$18,090,680,101.00","$18,090,680,101.00","$40,000,000,000.00",$0.00,"$75,366,498,741.00","$1,518,220,237.62",$0.00,"$413,045,211.71","$413,045,211.71","$232,836,296.95",$0.00,$0.00,$0.00,"$215,632,241,813.00",$0.00,"$292,856,423,174.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$292,856,423,174.00",$0.00,"$2,697,552,029.34",$0.00,$0.00,"$2,633,501,259.00",$0.00,$0.00,"$15,943,324,937.00",$0.00,"$13,516,372,796.00","$2,584,323,419.19","$1,011,000,000.00",BNS
2005-01-31,CAD,"$300,547,010,667.00","$17,778,466,882.00","$17,778,466,882.00","$17,778,466,882.00","$37,607,609,221.35",$0.00,"$84,067,228,975.00","$1,561,341,286.47",$0.00,"$405,448,976.30","$405,448,976.30","$217,636,627.44",$0.00,$0.00,$0.00,"$198,701,314,810.00",$0.00,"$285,042,173,158.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$285,042,173,158.00",$0.00,"$2,720,457,842.98",$0.00,$0.00,"$3,375,093,029.00",$0.00,$0.00,"$15,218,308,112.00",$0.00,"$13,236,169,685.00","$2,605,997,098.18","$1,021,000,000.00",BNS
2020-04-30,CAD,"$759,136,000,000.00","$105,590,000,000.00","$55,471,000,000.00","$55,471,000,000.00","$38,000,000.00",$0.00,"$759,136,000,000.00","$3,064,000,000.00",$0.00,"$1,968,000,000.00","$1,968,000,000.00","$5,671,000,000.00",$0.00,"$134,420,000,000.00","$50,119,000,000.00","$508,423,000,000.00",$0.00,"$718,883,000,000.00","$78,938,000,000.00",$0.00,$0.00,$0.00,"$78,938,000,000.00","$718,883,000,000.00",$0.00,"$4,818,000,000.00",$0.00,$0.00,"$159,624,000,000.00","$9,051,000,000.00",$0.00,"$40,069,000,000.00",$0.00,"$21,238,000,000.00","$13,722,000,000.00","$890,376,000.00",CM
2016-07-31,CAD,"$494,490,000,000.00","$57,740,000,000.00","$13,128,000,000.00","$13,128,000,000.00","$37,467,804,617.85",$0.00,"$494,490,000,000.00","$1,416,596,814.75",$0.00,"$1,340,000,000.00","$1,340,000,000.00","$1,525,000,000.00",$0.00,$0.00,"$35,534,000,000.00","$355,414,000,000.00",$0.00,"$471,769,000,000.00","$459,124,000,000.00",$0.00,$0.00,$0.00,$0.00,"$471,769,000,000.00",$0.00,"$32,740,227,082.22",$0.00,$0.00,"$42,965,000,000.00",$0.00,$0.00,"$22,533,000,000.00",$0.00,"$13,145,000,000.00","$7,806,000,000.00","$790,656,000.00",CM
2016-04-30,CAD,"$478,144,000,000.00","$44,601,000,000.00","$11,455,000,000.00","$11,455,000,000.00","$36,872,854,976.46",$0.00,"$478,144,000,000.00","$1,462,207,678.19",$0.00,"$1,289,000,000.00","$1,289,000,000.00","$1,504,000,000.00",$0.00,$0.00,"$33,146,000,000.00","$347,596,000,000.00",$0.00,"$456,372,000,000.00","$443,580,000,000.00",$0.00,$0.00,$0.00,$0.00,"$456,372,000,000.00",$0.00,"$32,325,005,986.11",$0.00,$0.00,"$40,500,000,000.00",$0.00,$0.00,"$21,585,000,000.00",$0.00,"$12,197,000,000.00","$7,792,000,000.00","$790,300,000.00",CM
2015-04-30,CAD,"$439,203,000,000.00","$28,284,000,000.00","$17,719,000,000.00","$17,719,000,000.00","$39,636,499,130.58",$0.00,"$439,203,000,000.00","$1,507,824,790.92",$0.00,"$1,069,000,000.00","$1,069,000,000.00","$1,484,000,000.00",$0.00,$0.00,"$10,565,000,000.00","$346,159,000,000.00",$0.00,"$419,322,000,000.00","$405,074,000,000.00",$0.00,$0.00,$0.00,$0.00,"$419,322,000,000.00",$0.00,"$34,987,165,686.84",$0.00,$0.00,"$42,254,000,000.00",$0.00,$0.00,"$19,703,000,000.00",$0.00,"$10,590,000,000.00","$7,803,000,000.00","$795,570,000.00",CM
2014-04-30,CAD,"$397,102,000,000.00","$32,457,000,000.00","$10,688,000,000.00","$10,688,000,000.00","$41,185,914,979.02",$0.00,"$397,102,000,000.00","$1,588,213,829.59",$0.00,"$897,000,000.00","$897,000,000.00","$1,438,000,000.00",$0.00,$0.00,"$21,769,000,000.00","$291,599,000,000.00",$0.00,"$378,858,000,000.00","$362,525,000,000.00",$0.00,$0.00,$0.00,$0.00,"$378,858,000,000.00",$0.00,"$42,753,147,235.91",$0.00,$0.00,"$46,866,000,000.00",$0.00,$0.00,"$18,088,000,000.00",$0.00,"$8,820,000,000.00","$7,745,000,000.00","$797,038,000.00",CM
2014-01-31,CAD,"$400,955,000,000.00","$31,679,000,000.00","$6,273,000,000.00","$6,273,000,000.00","$40,719,741,216.64",$0.00,"$400,955,000,000.00","$1,612,903,225.81",$0.00,"$881,000,000.00","$881,000,000.00","$1,870,000,000.00",$0.00,$0.00,"$25,406,000,000.00","$291,998,000,000.00",$0.00,"$382,068,000,000.00","$364,847,000,000.00",$0.00,$0.00,$0.00,$0.00,"$382,068,000,000.00",$0.00,"$45,479,378,201.10",$0.00,$0.00,"$50,614,000,000.00",$0.00,$0.00,"$18,661,000,000.00",$0.00,"$8,985,000,000.00","$7,750,000,000.00","$798,434,000.00",CM
2013-10-31,CAD,"$398,389,000,000.00","$5,591,000,000.00","$7,218,000,000.00","$7,218,000,000.00","$42,247,147,924.46",$0.00,"$398,389,000,000.00","$1,647,972,389.99",$0.00,"$756,000,000.00","$756,000,000.00","$1,733,000,000.00",$0.00,$0.00,"$7,997,000,000.00","$299,346,000,000.00",$0.00,"$379,960,000,000.00","$3,185,000,000.00",$0.00,$0.00,$0.00,$0.00,"$379,960,000,000.00",$0.00,"$53,367,845,844.12",$0.00,$0.00,"$54,030,000,000.00","$1,891,477,327.20",$0.00,"$18,252,000,000.00",$0.00,"$8,402,000,000.00","$7,753,000,000.00","$800,400,000.00",CM
2013-07-31,CAD,"$397,547,000,000.00","$38,870,000,000.00","$8,364,000,000.00","$8,364,000,000.00","$41,730,076,870.68",$0.00,"$397,547,000,000.00","$1,618,176,510.65",$0.00,"$722,000,000.00","$722,000,000.00","$1,722,000,000.00",$0.00,$0.00,"$24,915,000,000.00","$290,426,000,000.00",$0.00,"$379,629,000,000.00","$373,947,000,000.00",$0.00,$0.00,$0.00,$0.00,"$379,629,000,000.00",$0.00,"$53,537,997,470.08",$0.00,$0.00,"$53,389,000,000.00",$0.00,$0.00,"$17,750,000,000.00",$0.00,"$8,026,000,000.00","$7,757,000,000.00","$800,516,000.00",CM
2013-04-30,CAD,"$397,705,000,000.00","$32,247,000,000.00","$6,950,000,000.00","$6,950,000,000.00","$45,469,525,511.22",$0.00,"$397,705,000,000.00","$1,647,806,233.87",$0.00,"$689,000,000.00","$689,000,000.00","$1,708,000,000.00",$0.00,$0.00,"$25,297,000,000.00","$288,379,000,000.00",$0.00,"$380,193,000,000.00","$373,868,000,000.00",$0.00,$0.00,$0.00,$0.00,"$380,193,000,000.00",$0.00,"$57,460,790,152.87",$0.00,$0.00,"$56,195,000,000.00",$0.00,$0.00,"$17,344,000,000.00",$0.00,"$7,545,000,000.00","$7,743,000,000.00","$801,624,000.00",CM
2013-01-31,CAD,"$392,783,000,000.00","$31,514,000,000.00","$5,636,000,000.00","$5,636,000,000.00","$40,957,777,554.91",$0.00,"$392,783,000,000.00","$1,669,842,543.38",$0.00,"$673,000,000.00","$673,000,000.00","$1,700,000,000.00",$0.00,$0.00,"$25,878,000,000.00","$288,622,000,000.00",$0.00,"$375,608,000,000.00","$318,067,000,000.00",$0.00,$0.00,$0.00,$0.00,"$375,608,000,000.00",$0.00,"$59,548,691,204.49",$0.00,$0.00,"$57,707,000,000.00",$0.00,$0.00,"$17,009,000,000.00",$0.00,"$7,229,000,000.00","$7,765,000,000.00","$807,540,000.00",CM
2012-10-31,CAD,"$393,385,000,000.00","$6,596,000,000.00","$5,128,000,000.00","$5,128,000,000.00","$40,354,212,527.52",$0.00,"$393,385,000,000.00","$1,684,010,406.24",$0.00,"$656,000,000.00","$656,000,000.00","$1,701,000,000.00",$0.00,$0.00,"$6,192,000,000.00","$304,054,000,000.00",$0.00,"$376,347,000,000.00","$26,800,000,000.00",$0.00,$0.00,$0.00,"$23,516,000,000.00","$376,347,000,000.00",$0.00,"$58,949,369,621.77",$0.00,$0.00,"$57,236,000,000.00","$2,112,267,360.42",$0.00,"$16,866,000,000.00",$0.00,"$7,042,000,000.00","$7,769,000,000.00","$811,688,000.00",CM
2012-07-31,CAD,"$401,010,000,000.00","$19,385,000,000.00","$12,789,000,000.00","$12,789,000,000.00","$39,026,019,340.05",$0.00,"$401,010,000,000.00","$1,605,024,424.28",$0.00,"$673,000,000.00","$673,000,000.00","$1,682,000,000.00",$0.00,$0.00,"$6,459,974,080.35","$320,677,000,000.00",$0.00,"$384,003,000,000.00","$22,016,000,000.00",$0.00,$0.00,$0.00,"$22,016,000,000.00","$384,003,000,000.00",$0.00,"$57,416,010,367.86",$0.00,$0.00,"$79,610,000,000.00",$0.00,$0.00,"$16,840,000,000.00",$0.00,"$6,719,000,000.00","$7,744,000,000.00","$811,034,000.00",CM
2012-04-30,CAD,"$387,458,000,000.00","$9,273,000,000.00","$9,273,000,000.00","$9,273,000,000.00","$38,139,181,523.50",$0.00,"$387,458,000,000.00","$1,580,226,904.38",$0.00,"$661,000,000.00","$661,000,000.00","$1,671,000,000.00",$0.00,$0.00,"$4,008,306,320.91","$310,366,000,000.00",$0.00,"$371,029,000,000.00","$18,923,000,000.00",$0.00,$0.00,$0.00,"$18,923,000,000.00","$371,029,000,000.00",$0.00,"$60,406,199,351.70",$0.00,$0.00,"$78,556,000,000.00",$0.00,$0.00,"$16,266,000,000.00",$0.00,"$6,276,000,000.00","$7,697,000,000.00","$807,174,000.00",CM
2012-01-31,CAD,"$391,449,000,000.00","$8,126,000,000.00","$8,126,000,000.00","$8,126,000,000.00","$35,479,110,579.32",$0.00,"$391,449,000,000.00","$1,567,454,382.29",$0.00,"$638,000,000.00","$638,000,000.00","$1,681,000,000.00",$0.00,$0.00,"$4,731,279,290.06","$313,235,000,000.00",$0.00,"$375,163,000,000.00","$317,229,000,000.00",$0.00,$0.00,$0.00,$0.00,"$375,163,000,000.00",$0.00,"$59,603,150,862.50",$0.00,$0.00,"$14,257,000,000.00",$0.00,$0.00,"$16,123,000,000.00",$0.00,"$5,873,000,000.00","$7,537,000,000.00","$803,226,000.00",CM
2011-07-31,CAD,"$362,579,000,000.00","$27,576,000,000.00","$21,524,000,000.00","$21,524,000,000.00","$35,058,011,915.96",$0.00,"$362,579,000,000.00","$1,684,958,712.24",$0.00,"$628,000,000.00","$628,000,000.00","$1,855,000,000.00",$0.00,$0.00,"$20,180,829,936.24","$262,921,000,000.00",$0.00,"$345,705,000,000.00","$19,769,000,000.00",$0.00,$0.00,$0.00,"$19,769,000,000.00","$345,705,000,000.00",$0.00,"$5,386,223,476.53",$0.00,$0.00,"$24,922,000,000.00",$0.00,$0.00,"$16,718,000,000.00",$0.00,"$7,208,000,000.00","$7,254,000,000.00","$820,370,000.00",CM
2011-04-30,CAD,"$384,106,000,000.00","$37,405,000,000.00","$37,405,000,000.00","$37,405,000,000.00","$39,285,563,973.06",$0.00,"$384,106,000,000.00","$1,676,136,363.64",$0.00,"$609,000,000.00","$609,000,000.00","$1,847,000,000.00",$0.00,$0.00,"$37,112,794,612.80","$258,571,000,000.00",$0.00,"$367,508,000,000.00","$21,034,000,000.00",$0.00,$0.00,$0.00,"$21,034,000,000.00","$367,508,000,000.00",$0.00,"$5,418,771,043.77",$0.00,$0.00,"$26,184,000,000.00",$0.00,$0.00,"$16,442,000,000.00",$0.00,"$6,801,000,000.00","$7,487,373,737.37","$815,914,000.00",CM
2011-01-31,CAD,"$363,219,000,000.00","$20,915,000,000.00","$20,915,000,000.00","$20,915,000,000.00","$31,864,576,051.13",$0.00,"$363,219,000,000.00","$1,624,887,646.06",$0.00,"$602,000,000.00","$602,000,000.00","$1,895,000,000.00",$0.00,$0.00,"$19,250,973,734.15","$278,374,000,000.00",$0.00,"$346,879,000,000.00","$19,355,000,000.00",$0.00,$0.00,$0.00,"$19,355,000,000.00","$346,879,000,000.00",$0.00,"$6,216,918,006.59",$0.00,$0.00,"$25,580,000,000.00",$0.00,$0.00,"$16,177,000,000.00",$0.00,"$6,509,000,000.00","$6,951,000,000.00","$812,892,000.00",CM
2010-10-31,CAD,"$352,040,000,000.00","$6,963,000,000.00","$13,132,000,000.00","$13,132,000,000.00","$28,107,283,464.57",$0.00,"$352,040,000,000.00","$1,633,858,267.72",$0.00,"$609,000,000.00","$609,000,000.00","$1,913,000,000.00",$0.00,$0.00,"$26,621,000,000.00","$223,236,000,000.00",$0.00,"$336,082,000,000.00","$21,423,000,000.00",$0.00,$0.00,$0.00,"$17,357,000,000.00","$336,082,000,000.00",$0.00,"$4,697,834,645.67",$0.00,$0.00,"$4,773,000,000.00","$2,460,629,921.26",$0.00,"$15,790,000,000.00",$0.00,"$6,095,000,000.00","$6,803,000,000.00","$784,200,000.00",CM
2010-07-31,CAD,"$349,600,000,000.00","$21,376,000,000.00","$14,413,000,000.00","$14,413,000,000.00","$20,365,519,937.45",$0.00,"$349,600,000,000.00","$1,575,449,569.98",$0.00,"$579,000,000.00","$579,000,000.00","$1,917,000,000.00",$0.00,$0.00,"$12,109,069,585.61","$253,443,000,000.00",$0.00,"$334,023,000,000.00","$7,309,000,000.00",$0.00,$0.00,$0.00,"$7,309,000,000.00","$334,023,000,000.00",$0.00,"$6,515,832,681.78",$0.00,$0.00,"$13,376,000,000.00",$0.00,$0.00,"$15,412,000,000.00",$0.00,"$5,972,000,000.00","$6,658,000,000.00","$779,344,000.00",CM
2010-04-30,CAD,"$336,001,000,000.00","$7,936,000,000.00","$7,936,000,000.00","$7,936,000,000.00","$17,530,463,836.48",$0.00,"$336,001,000,000.00","$1,553,655,660.38",$0.00,"$596,000,000.00","$596,000,000.00","$1,904,000,000.00",$0.00,$0.00,"$6,262,775,157.23","$256,990,000,000.00",$0.00,"$321,023,000,000.00","$7,001,000,000.00",$0.00,$0.00,$0.00,"$7,001,000,000.00","$321,023,000,000.00",$0.00,"$6,547,759,433.96",$0.00,$0.00,"$13,064,000,000.00",$0.00,$0.00,"$14,810,000,000.00",$0.00,"$5,713,000,000.00","$6,508,000,000.00","$775,730,000.00",CM
2010-01-31,CAD,"$337,239,000,000.00","$8,290,000,000.00","$8,290,000,000.00","$8,290,000,000.00","$17,725,774,555.04",$0.00,"$337,239,000,000.00","$1,529,334,212.26",$0.00,"$635,000,000.00","$635,000,000.00","$1,954,000,000.00",$0.00,$0.00,"$6,001,506,733.21","$248,692,000,000.00",$0.00,"$322,354,000,000.00","$14,134,000,000.00",$0.00,$0.00,$0.00,"$14,134,000,000.00","$322,354,000,000.00",$0.00,"$5,385,629,531.97",$0.00,$0.00,"$19,253,000,000.00",$0.00,$0.00,"$14,714,000,000.00",$0.00,"$5,432,000,000.00","$6,371,000,000.00","$771,196,000.00",CM
2009-10-31,CAD,"$335,944,000,000.00","$9,639,000,000.00","$8,149,000,000.00","$8,149,000,000.00","$14,016,697,588.13",$0.00,"$335,944,000,000.00","$1,500,927,643.78",$0.00,"$669,000,000.00","$669,000,000.00","$1,997,000,000.00",$0.00,$0.00,"$20,091,000,000.00","$216,015,000,000.00",$0.00,"$321,495,000,000.00","$20,491,000,000.00",$0.00,$0.00,$0.00,"$14,313,000,000.00","$321,495,000,000.00",$0.00,"$5,340,445,269.02",$0.00,$0.00,"$5,157,000,000.00","$2,208,719,851.58",$0.00,"$14,275,000,000.00",$0.00,"$5,156,000,000.00","$6,240,000,000.00","$768,000,000.00",CM
2009-07-31,CAD,"$335,917,000,000.00","$16,534,000,000.00","$6,895,000,000.00","$6,895,000,000.00","$13,349,721,706.87",$0.00,"$335,917,000,000.00","$1,465,677,179.96",$0.00,"$650,000,000.00","$650,000,000.00","$1,992,000,000.00",$0.00,$0.00,"$4,678,107,606.68","$240,823,000,000.00",$0.00,"$321,927,000,000.00","$15,105,000,000.00",$0.00,$0.00,$0.00,"$15,105,000,000.00","$321,927,000,000.00",$0.00,"$5,835,807,050.09",$0.00,$0.00,"$20,796,000,000.00",$0.00,$0.00,"$13,820,000,000.00",$0.00,"$4,886,000,000.00","$6,161,000,000.00","$765,112,000.00",CM
2009-04-30,CAD,"$409,374,746,550.00","$8,301,000,000.00","$6,567,368,850.00","$6,567,368,850.00","$11,287,269,681.74",$0.00,"$347,363,000,000.00","$1,384,422,110.55",$0.00,"$829,725,750.00","$829,725,750.00","$2,505,891,150.00",$0.00,$0.00,"$20,375,203,250.00","$248,393,000,000.00",$0.00,"$392,714,569,800.00","$9,529,000,000.00",$0.00,$0.00,$0.00,"$20,460,201,300.00","$333,371,000,000.00",$0.00,"$6,040,201,005.03",$0.00,$0.00,"$28,353,937,500.00","-$10,931,201,300.00",$0.00,"$16,451,253,000.00",$0.00,"$5,437,986,750.00","$7,067,592,000.00","$763,558,000.00",CM
2009-01-31,CAD,"$353,815,000,000.00","$1,333,000,246.00","$1,333,000,246.00","$1,333,000,246.00","$13,163,528,086.27",$0.00,"$353,815,000,000.00","$1,303,718,010.62",$0.00,"$2,350,716,240.14","$2,350,716,240.14","$1,708,514,405.28",$0.00,$0.00,"$6,686,785,771.77","$266,993,999,508.00",$0.00,"$339,953,999,509.00","$333,415,000,000.00",$0.00,$0.00,$0.00,$0.00,"$339,953,999,509.00",$0.00,"$5,897,312,087.56",$0.00,$0.00,"$6,728,000,246.00",$0.00,$0.00,"$13,672,000,983.00",$0.00,"$5,256,999,754.00","$4,888,137,775.63","$762,848,000.00",CM
2008-10-31,CAD,"$353,929,773,930.00","$10,737,000,000.00","$1,558,441,558.00","$1,558,441,558.00","$30,716,701,030.93",$0.00,"$353,929,773,930.00","$1,656,082,474.23",$0.00,"$427,000,000.00","$427,000,000.00","$2,100,000,000.00",$0.00,$0.00,"$13,302,000,000.00","$244,627,426,168.00",$0.00,"$339,913,419,914.00","$6,552,000,000.00",$0.00,$0.00,$0.00,$0.00,"$339,913,419,914.00",$0.00,"$5,985,979,381.44",$0.00,$0.00,"$6,658,249,158.00","$2,133,608,247.42",$0.00,"$13,831,168,831.00",$0.00,"$5,483,405,483.00","$6,062,000,000.00","$761,800,000.00",CM
2008-07-31,CAD,"$329,040,000,000.00","$23,183,000,000.00","$12,446,000,000.00","$12,446,000,000.00","$41,226,184,660.48",$0.00,"$329,040,000,000.00","$1,869,076,697.61",$0.00,"$2,277,479,237.91","$2,277,479,237.91","$1,887,640,449.44",$0.00,$0.00,"$10,649,731,314.12","$235,328,000,000.00",$0.00,"$315,733,000,000.00","$309,375,000,000.00",$0.00,$0.00,$0.00,$0.00,"$315,733,000,000.00",$0.00,"$6,957,498,778.70",$0.00,$0.00,"$6,521,000,000.00",$0.00,$0.00,"$13,144,000,000.00",$0.00,"$5,409,000,000.00","$5,920,859,794.82","$761,754,000.00",CM
2008-04-30,CAD,"$343,063,090,215.00","$13,092,224,231.00","$13,092,224,231.00","$13,092,224,231.00","$54,503,574,265.29",$0.00,"$343,063,090,215.00","$1,908,260,524.23",$0.00,"$2,305,401,111.99","$2,305,401,111.99","$1,902,303,415.41",$0.00,$0.00,"$11,864,575,059.57","$246,630,500,302.00",$0.00,"$329,527,828,009.00","$324,327,000,000.00",$0.00,$0.00,$0.00,$0.00,"$329,527,828,009.00",$0.00,"$5,916,401,906.27",$0.00,$0.00,"$5,358,649,789.00",$0.00,$0.00,"$13,376,532,047.00",$0.00,"$5,699,216,395.00","$6,012,708,498.81","$764,754,000.00",CM
2008-01-31,CAD,"$347,733,935,743.00","$18,192,771,084.00","$18,192,771,084.00","$18,192,771,084.00","$58,144,052,600.12",$0.00,"$347,733,935,743.00","$1,993,424,985.06",$0.00,"$2,316,198,445.91","$2,316,198,445.91","$1,903,765,690.38",$0.00,$0.00,"$16,457,461,645.75","$243,995,983,936.00",$0.00,"$332,774,096,386.00","$327,529,000,000.00",$0.00,$0.00,$0.00,$0.00,"$332,774,096,386.00",$0.00,"$5,979,278,740.79",$0.00,$0.00,"$6,002,008,032.00",$0.00,$0.00,"$14,803,212,851.00",$0.00,"$7,173,694,779.00","$6,026,100,816.90","$681,622,000.00",CM
2007-10-31,CAD,"$342,177,655,851.00","$4,988,000,000.00","$13,747,043,799.00","$13,747,043,799.00","$62,272,486,492.21",$0.00,"$342,177,655,851.00","$2,095,560,970.44",$0.00,"$406,000,000.00","$406,000,000.00","$1,847,000,000.00",$0.00,$0.00,"$17,430,000,000.00","$215,281,366,191.00",$0.00,"$328,544,130,168.00","$1,931,699,934.00",$0.00,$0.00,$0.00,$0.00,"$328,544,130,168.00",$0.00,"$6,490,094,289.65",$0.00,$0.00,"$5,526,440,261.00","$3,225,977,328.11",$0.00,"$13,488,790,086.00",$0.00,"$9,017,122,316.00","$3,133,000,000.00","$675,800,000.00",CM
